nome,cpf,endereco,plano
Stella Garcia,21785609467,"Recanto de Borges, 70, Apolonia, São Paulo, SP, Brasil",Básico
Ana Sophia Lima,09483572150,"Colônia Santos, 26, Vila Nova Cachoeirinha 2ª Seção, São Paulo, SP, Brasil",Básico
Raul Aparecida,65032147907,"Área de Nunes, 1, Barão Homem De Melo 2ª Seção, São Paulo, SP, Brasil",Ouro
Sr. Arthur Lopes,67934258038,"Ladeira Pietra Cunha, 48, Santa Margarida, São Paulo, SP, Brasil",Básico
Daniel Camargo,39075261470,"Praia Alexia da Costa, 4, Conjunto Novo Dom Bosco, São Paulo, SP, Brasil",Diamante
Agatha Nunes,62748390547,"Pátio Anthony Gabriel Cunha, 60, Jardim Guanabara, São Paulo, SP, Brasil",Básico
Sofia da Mata,39287504610,"Travessa Marques, 32, Nazare, São Paulo, SP, Brasil",Ouro
Maria Vitória Pereira,96251730480,"Esplanada de Campos, 3, Nova Pampulha, São Paulo, SP, Brasil",Prata
Yasmin Dias,67851049202,"Passarela Gomes, 67, Mineirão, São Paulo, SP, Brasil",Diamante
Hadassa Oliveira,80675341957,"Rodovia Antony Abreu, 22, Boa União 1ª Seção, São Paulo, SP, Brasil",Diamante
Ana Carolina Ribeiro,83251796437,"Loteamento Vitor Hugo Pinto, 40, Brasil Industrial, São Paulo, SP, Brasil",Prata
Srta. Maria Helena Gomes,72091846350,"Lago Araújo, 65, Jardim Alvorada, São Paulo, SP, Brasil",Bronze
Srta. Beatriz Machado,91382076568,"Trevo de Aparecida, 22, Vila Jardim São José, São Paulo, SP, Brasil",Bronze
Luiz Felipe da Paz,76431850262,"Colônia Freitas, 933, Vila Da Luz, São Paulo, SP, Brasil",Diamante
Luigi Casa Grande,41307569820,"Colônia Siqueira, 63, Nazare, São Paulo, SP, Brasil",Básico
Larissa Vasconcelos,89765134010,"Ladeira Araújo, 90, Acaiaca, São Paulo, SP, Brasil",Bronze
Sra. Alana Almeida,17289536002,"Ladeira Agatha Pastor, 90, Biquinhas, São Paulo, SP, Brasil",Ouro
Maria Laura Rios,87240561380,"Vale Luísa da Mota, 306, Vila São Dimas, São Paulo, SP, Brasil",Prata
Alice Moreira,27489501601,"Ladeira Vinícius Ferreira, 60, Maria Tereza, São Paulo, SP, Brasil",Prata
Luana Moraes,43710258626,"Favela Lopes, 64, Mirtes, São Paulo, SP, Brasil",Bronze
Breno Ferreira,79463218050,"Loteamento Araújo, 20, São Salvador, São Paulo, SP, Brasil",Ouro
Srta. Nina da Luz,79651843209,"Quadra Carvalho, 74, Bonsucesso, São Paulo, SP, Brasil",Bronze
Matteo Machado,17243068987,"Residencial Sara Fonseca, 984, Cdi Jatoba, São Paulo, SP, Brasil",Diamante
Dr. Igor Sales,98451627382,"Setor Enzo Duarte, 430, Vila Real 2ª Seção, São Paulo, SP, Brasil",Diamante
Brenda Teixeira,08475639283,"Distrito de Melo, 626, Itaipu, São Paulo, SP, Brasil",Prata
Brenda Fernandes,45023861708,"Vale Esther Aragão, 41, São Jorge 2ª Seção, São Paulo, SP, Brasil",Bronze
Henry Gabriel da Conceição,35469087166,"Pátio de Rezende, 129, Vila Jardim Leblon, São Paulo, SP, Brasil",Básico
Lucca Fogaça,01849765294,"Distrito de Moura, 46, Cinquentenário, São Paulo, SP, Brasil",Diamante
Lívia da Paz,47102586353,"Favela Farias, 61, Juliana, São Paulo, SP, Brasil",Diamante
Lorena Rezende,24607859176,"Praia Almeida, 679, Betânia, São Paulo, SP, Brasil",Diamante
José Pedro Guerra,28430179631,"Loteamento Mendes, 94, Bom Jesus, São Paulo, SP, Brasil",Básico
Enrico Campos,10687524911,"Loteamento Ayla Correia, 54, Vila Esplanada, São Paulo, SP, Brasil",Diamante
Zoe Freitas,90754126307,"Passarela Gael Henrique Abreu, 98, Conjunto Celso Machado, São Paulo, SP, Brasil",Diamante
Rebeca Brito,14876250308,"Esplanada da Cruz, 6, Vila São Paulo, São Paulo, SP, Brasil",Básico
José Pedro Melo,58369120768,"Feira de Costela, 4, Castelo, São Paulo, SP, Brasil",Ouro
