nome_medico,endereco,cidade,estado,pais,cep,latitude,longitude,especialidade,planos_aceitos,bairro
Dr(a). Manuella Camargo,"Loteamento Luiz Fernando Ramos, 34, Silveira",São Paulo,SP,Brasil,96864-590,-23.539584062047922,-46.619701081041605,Ortopedia,"[""Básico"",""Bronze"",""Prata"",""Ouro"",""Diamante""]",Silveira
Dr(a). Luana Garcia,"Rodovia Cavalcante, 48, Vila Bandeirantes",São Paulo,SP,Brasil,04976-321,-23.51759310521763,-46.7292193526012,Ortopedia,"[""Diamante""]",Vila Bandeirantes
Dr(a). Arthur Miguel Barbosa,"Aeroporto Ramos, 55, Olhos D'água",São Paulo,SP,Brasil,62498734,-23.52865059572091,-46.63553284376525,Clínico Geral,"[""Bronze"",""Prata"",""Ouro"",""Diamante""]",Olhos D'água
Dr(a). Dr. Felipe Rezende,"Núcleo Farias, 8, Vila Cemig",São Paulo,SP,Brasil,33853-094,-23.566224879189562,-46.717707869024665,Pediatria,"[""Básico"",""Bronze"",""Prata"",""Ouro"",""Diamante""]",Vila Cemig
Dr(a). Valentim Borges,"Fazenda Arthur Miguel Moura, 517, São Jorge 3ª Seção",São Paulo,SP,Brasil,97848-665,-23.586046108334028,-46.787122180567714,Ortopedia,"[""Diamante""]",São Jorge 3ª Seção
Dr(a). Sr. Felipe Monteiro,"Praça Gael Henrique Fonseca, 61, Chácara Leonina",São Paulo,SP,Brasil,02511346,-23.590345076182015,-46.646195170246024,Ortopedia,"[""Prata"",""Ouro"",""Diamante""]",Chácara Leonina
Dr(a). Ana Vitória Aparecida,"Alameda de Nogueira, 6, Alto Dos Pinheiros",São Paulo,SP,Brasil,06051-743,-23.590915471417574,-46.728852854823764,Pediatria,"[""Ouro"",""Diamante""]",Alto Dos Pinheiros
Dr(a). Davi Luiz Mendes,"Lago Fogaça, 32, Vila Da Paz",São Paulo,SP,Brasil,76704-517,-23.523450801792702,-46.67781056371857,Ortopedia,"[""Básico"",""Bronze"",""Prata"",""Ouro"",""Diamante""]",Vila Da Paz
Dr(a). Eduardo Vargas,"Distrito Cassiano, 88, Jatobá",São Paulo,SP,Brasil,94939-391,-23.563026833885605,-46.621763616285286,Dermatologia,"[""Ouro"",""Diamante""]",Jatobá
Dr(a). Noah Cunha,"Vale Zoe Sousa, 34, Savassi",São Paulo,SP,Brasil,54037665,-23.516388985182054,-46.65104074027538,Pediatria,"[""Prata"",""Ouro"",""Diamante""]",Savassi
Dr(a). Sra. Isadora Machado,"Estrada de Pires, 7, Cônego Pinheiro 1ª Seção",São Paulo,SP,Brasil,72189435,-23.531820440083973,-46.72414765800457,Clínico Geral,"[""Diamante""]",Cônego Pinheiro 1ª Seção
Dr(a). Liz Fogaça,"Recanto de Campos, 641, Araguaia",São Paulo,SP,Brasil,41681-863,-23.517895542757678,-46.68903477369485,Ortopedia,"[""Bronze"",""Prata"",""Ouro"",""Diamante""]",Araguaia
Dr(a). Gabrielly Sales,"Loteamento de Rezende, 48, Tirol",São Paulo,SP,Brasil,22321-344,-23.539770420749058,-46.65155562601277,Dermatologia,"[""Ouro"",""Diamante""]",Tirol
Dr(a). João Felipe Pimenta,"Quadra de Rocha, 18, Cenaculo",São Paulo,SP,Brasil,81649951,-23.594380863728222,-46.679613759609694,Ortopedia,"[""Diamante""]",Cenaculo
Dr(a). Nina Carvalho,"Colônia Nogueira, 440, Centro",São Paulo,SP,Brasil,61820793,-23.587781663755113,-46.74363079487634,Cardiologia,"[""Bronze"",""Prata"",""Ouro"",""Diamante""]",Centro
Dr(a). Hadassa Peixoto,"Feira de Dias, 3, Conjunto São Francisco De Assis",São Paulo,SP,Brasil,66496671,-23.504119596616494,-46.772486210634,Clínico Geral,"[""Diamante""]",Conjunto São Francisco De Assis
Dr(a). Clara Duarte,"Esplanada de Pacheco, 27, Unidas",São Paulo,SP,Brasil,41177479,-23.513991382248935,-46.76847692172117,Clínico Geral,"[""Prata"",""Ouro"",""Diamante""]",Unidas
Dr(a). Maria Isis Marques,"Estrada de Barbosa, 98, Conjunto Jardim Filadélfia",São Paulo,SP,Brasil,83427-061,-23.5778485046887,-46.67045975488136,Pediatria,"[""Básico"",""Bronze"",""Prata"",""Ouro"",""Diamante""]",Conjunto Jardim Filadélfia
Dr(a). Isabella Marques,"Núcleo Paulo Borges, 70, Belvedere",São Paulo,SP,Brasil,30778558,-23.560889193127267,-46.697006944990946,Ortopedia,"[""Diamante""]",Belvedere
Dr(a). Yasmin Pereira,"Condomínio da Mata, 18, Manacas",São Paulo,SP,Brasil,54308-951,-23.517405333878145,-46.64134324714907,Dermatologia,"[""Prata"",""Ouro"",""Diamante""]",Manacas
Dr(a). Nathan Fernandes,"Recanto Fogaça, 36, Ápia",São Paulo,SP,Brasil,75298671,-23.53548283909652,-46.605018951633184,Cardiologia,"[""Diamante""]",Ápia
Dr(a). Sr. Guilherme da Cunha,"Praça Teixeira, 2, Vila Independencia 3ª Seção",São Paulo,SP,Brasil,72164708,-23.57697432196851,-46.735157287521645,Cardiologia,"[""Básico"",""Bronze"",""Prata"",""Ouro"",""Diamante""]",Vila Independencia 3ª Seção
Dr(a). Alexia Porto,"Chácara Olívia Vargas, 340, Beija Flor",São Paulo,SP,Brasil,86084-949,-23.58468466576737,-46.781665398184344,Ortopedia,"[""Ouro"",""Diamante""]",Beija Flor
Dr(a). Sophie Camargo,"Condomínio Vinicius Cunha, 263, Caiçara - Adelaide",São Paulo,SP,Brasil,92424779,-23.544485686368247,-46.670022453224135,Cardiologia,"[""Bronze"",""Prata"",""Ouro"",""Diamante""]",Caiçara - Adelaide
Dr(a). Maria Isis Novaes,"Ladeira Cassiano, 43, Lorena",São Paulo,SP,Brasil,40712-210,-23.59616834934217,-46.769156242123344,Clínico Geral,"[""Básico"",""Bronze"",""Prata"",""Ouro"",""Diamante""]",Lorena
Dr(a). André Rios,"Sítio Maria Laura Pacheco, 19, Venda Nova",São Paulo,SP,Brasil,60363183,-23.58763150381981,-46.629294462835524,Dermatologia,"[""Diamante""]",Venda Nova
Dr(a). Sofia Ramos,"Pátio de Sousa, 62, Bonfim",São Paulo,SP,Brasil,88983-962,-23.54653758304639,-46.75715432042638,Cardiologia,"[""Básico"",""Bronze"",""Prata"",""Ouro"",""Diamante""]",Bonfim
Dr(a). Dr. Matheus Pimenta,"Lagoa Mendonça, 61, Brasil Industrial",São Paulo,SP,Brasil,19693490,-23.568002302689518,-46.64544707674898,Dermatologia,"[""Diamante""]",Brasil Industrial
Dr(a). Dr. Oliver Caldeira,"Fazenda de Guerra, 69, Vila Santa Rosa",São Paulo,SP,Brasil,79759600,-23.50724595909301,-46.63856640660463,Clínico Geral,"[""Diamante""]",Vila Santa Rosa
Dr(a). Benjamin Rios,"Distrito Teixeira, 788, Xangri-Lá",São Paulo,SP,Brasil,81802553,-23.547627227627043,-46.65700149093452,Cardiologia,"[""Ouro"",""Diamante""]",Xangri-Lá
Dr(a). Sra. Clara Farias,"Parque Pedro Henrique Azevedo, 356, Vila São Gabriel Jacui",São Paulo,SP,Brasil,34212510,-23.562849409384103,-46.73664337039283,Dermatologia,"[""Básico"",""Bronze"",""Prata"",""Ouro"",""Diamante""]",Vila São Gabriel Jacui
Dr(a). Emanuel Castro,"Travessa Rocha, 25, Nova America",São Paulo,SP,Brasil,91446975,-23.519662111459535,-46.75898392781034,Cardiologia,"[""Ouro"",""Diamante""]",Nova America
Dr(a). Eloá Silva,"Residencial de Costela, 887, Barão Homem De Melo 3ª Seção",São Paulo,SP,Brasil,51983382,-23.52597550186215,-46.60204931376196,Clínico Geral,"[""Prata"",""Ouro"",""Diamante""]",Barão Homem De Melo 3ª Seção
Dr(a). Srta. Ágatha Melo,"Colônia Ana Clara Nunes, 15, Vila Nova Paraíso",São Paulo,SP,Brasil,94224903,-23.58336585459278,-46.78103118230639,Pediatria,"[""Ouro"",""Diamante""]",Vila Nova Paraíso
Dr(a). Srta. Maria Isis Costa,"Chácara Novais, 17, Vila Tirol",São Paulo,SP,Brasil,26448302,-23.525202711878084,-46.79525997169996,Dermatologia,"[""Básico"",""Bronze"",""Prata"",""Ouro"",""Diamante""]",Vila Tirol
Dr(a). Bryan Barros,"Recanto Kaique Duarte, 42, Cinquentenário",São Paulo,SP,Brasil,36097161,-23.595478010308078,-46.62375635282302,Dermatologia,"[""Bronze"",""Prata"",""Ouro"",""Diamante""]",Cinquentenário
Dr(a). Camila Souza,"Distrito de Camargo, 255, Mariano De Abreu",São Paulo,SP,Brasil,56311872,-23.563031626426767,-46.711757860525665,Dermatologia,"[""Básico"",""Bronze"",""Prata"",""Ouro"",""Diamante""]",Mariano De Abreu
Dr(a). Léo Câmara,"Recanto de Lopes, 471, Santa Monica",São Paulo,SP,Brasil,86748095,-23.521994449132322,-46.69988585847325,Pediatria,"[""Prata"",""Ouro"",""Diamante""]",Santa Monica
Dr(a). Luiza Martins,"Aeroporto Ana Cecília Sales, 60, Vila Antena Montanhês",São Paulo,SP,Brasil,95355-867,-23.598287997475392,-46.772006322086305,Pediatria,"[""Prata"",""Ouro"",""Diamante""]",Vila Antena Montanhês
Dr(a). Luiz Miguel Silveira,"Praia Correia, 9, Vila São Dimas",São Paulo,SP,Brasil,75966326,-23.51136510867948,-46.75479037092055,Pediatria,"[""Prata"",""Ouro"",""Diamante""]",Vila São Dimas
Dr(a). Sophie Siqueira,"Parque de Carvalho, 99, Dom Bosco",São Paulo,SP,Brasil,33400687,-23.550746937540985,-46.75731997592215,Clínico Geral,"[""Diamante""]",Dom Bosco
Dr(a). Vicente Rios,"Vale de Castro, 82, Jardim Dos Comerciarios",São Paulo,SP,Brasil,50493331,-23.547669342847183,-46.74038243667971,Cardiologia,"[""Básico"",""Bronze"",""Prata"",""Ouro"",""Diamante""]",Jardim Dos Comerciarios
Dr(a). Eloah Moreira,"Núcleo de Machado, 50, Serra Verde",São Paulo,SP,Brasil,80102-461,-23.583957205657484,-46.72737160439793,Pediatria,"[""Bronze"",""Prata"",""Ouro"",""Diamante""]",Serra Verde
Dr(a). Luana Rezende,"Chácara de Costela, 7, Guarani",São Paulo,SP,Brasil,37028-499,-23.504876254880617,-46.68032455856345,Ortopedia,"[""Ouro"",""Diamante""]",Guarani
Dr(a). Alana Novaes,"Largo Maria Liz Araújo, 64, Nova Cintra",São Paulo,SP,Brasil,43085701,-23.516220125665164,-46.67147318846522,Dermatologia,"[""Básico"",""Bronze"",""Prata"",""Ouro"",""Diamante""]",Nova Cintra
Dr(a). Kevin Guerra,"Trecho Emanuelly Cirino, 8, Nossa Senhora De Fátima",São Paulo,SP,Brasil,95185766,-23.569296265205978,-46.78407131579725,Ortopedia,"[""Básico"",""Bronze"",""Prata"",""Ouro"",""Diamante""]",Nossa Senhora De Fátima
Dr(a). Levi Moraes,"Viaduto Sousa, 73, Olaria",São Paulo,SP,Brasil,46390-726,-23.518353745405012,-46.73989189234414,Cardiologia,"[""Básico"",""Bronze"",""Prata"",""Ouro"",""Diamante""]",Olaria
Dr(a). Benjamin Viana,"Praça de da Luz, 31, Colégio Batista",São Paulo,SP,Brasil,48492-681,-23.53565287339996,-46.60472271932269,Clínico Geral,"[""Ouro"",""Diamante""]",Colégio Batista
Dr(a). Laís Sampaio,"Condomínio de das Neves, 22, Bairro Das Indústrias Ii",São Paulo,SP,Brasil,57431782,-23.5926968558055,-46.77288731342007,Cardiologia,"[""Diamante""]",Bairro Das Indústrias Ii
Dr(a). Luiz Henrique Pereira,"Estrada Olívia Teixeira, 7, Grotinha",São Paulo,SP,Brasil,25507731,-23.51994785484953,-46.678765114599955,Clínico Geral,"[""Prata"",""Ouro"",""Diamante""]",Grotinha
Dr(a). Sr. Cauã Peixoto,"Viela Novais, 28, Horto",São Paulo,SP,Brasil,93627062,-23.53721725625982,-46.680991699078646,Dermatologia,"[""Diamante""]",Horto
Dr(a). Caroline da Rocha,"Pátio Pinto, 120, Universitário",São Paulo,SP,Brasil,98160890,-23.525093357650672,-46.701354293566624,Clínico Geral,"[""Ouro"",""Diamante""]",Universitário
Dr(a). Thiago Pires,"Residencial Sousa, 53, Novo São Lucas",São Paulo,SP,Brasil,87448871,-23.57317043220614,-46.600035650411904,Pediatria,"[""Prata"",""Ouro"",""Diamante""]",Novo São Lucas
Dr(a). Sra. Maria Alice Lopes,"Estrada Luiz Otávio Monteiro, 70, Dom Cabral",São Paulo,SP,Brasil,03950289,-23.52783549239167,-46.68507620861347,Pediatria,"[""Prata"",""Ouro"",""Diamante""]",Dom Cabral
Dr(a). Maria Eduarda Cassiano,"Lagoa de Aragão, 8, Vila Nova Gameleira 2ª Seção",São Paulo,SP,Brasil,91855-855,-23.582289662860514,-46.69610959888438,Clínico Geral,"[""Diamante""]",Vila Nova Gameleira 2ª Seção
Dr(a). Maria Luísa Campos,"Ladeira Albuquerque, 2, João Alfredo",São Paulo,SP,Brasil,95783-605,-23.532796336932115,-46.66010145802939,Ortopedia,"[""Bronze"",""Prata"",""Ouro"",""Diamante""]",João Alfredo
Dr(a). Daniel da Rocha,"Loteamento de Carvalho, 22, Vila Olhos D'água",São Paulo,SP,Brasil,61327-874,-23.572318398842476,-46.66329934202865,Cardiologia,"[""Prata"",""Ouro"",""Diamante""]",Vila Olhos D'água
Dr(a). Ana Julia Viana,"Praça Casa Grande, 4, Conjunto Jatoba",São Paulo,SP,Brasil,82034-517,-23.5298144874758,-46.68193595219798,Clínico Geral,"[""Básico"",""Bronze"",""Prata"",""Ouro"",""Diamante""]",Conjunto Jatoba
Dr(a). Sr. Henrique Martins,"Favela de Sales, 78, Estoril",São Paulo,SP,Brasil,68131821,-23.572526381768174,-46.69452062195883,Clínico Geral,"[""Ouro"",""Diamante""]",Estoril
Dr(a). Valentina Aragão,"Trevo José Miguel Ferreira, 89, Concórdia",São Paulo,SP,Brasil,63881-510,-23.551786428417717,-46.797314043512586,Pediatria,"[""Bronze"",""Prata"",""Ouro"",""Diamante""]",Concórdia
Dr(a). Rhavi Gomes,"Rodovia Melo, 56, Aparecida",São Paulo,SP,Brasil,20222423,-23.543044170005547,-46.6035990684421,Pediatria,"[""Bronze"",""Prata"",""Ouro"",""Diamante""]",Aparecida
Dr(a). Valentim Fernandes,"Condomínio Clarice Aragão, 3, Santa Tereza",São Paulo,SP,Brasil,92556898,-23.586388588018522,-46.6450767019296,Dermatologia,"[""Prata"",""Ouro"",""Diamante""]",Santa Tereza
Dr(a). Elisa Cavalcante,"Travessa Allana da Paz, 50, Suzana",São Paulo,SP,Brasil,95842671,-23.518767775968428,-46.76567251545009,Cardiologia,"[""Básico"",""Bronze"",""Prata"",""Ouro"",""Diamante""]",Suzana
Dr(a). Ágatha Silva,"Núcleo Silveira, 48, Gutierrez",São Paulo,SP,Brasil,42574307,-23.505040592337124,-46.77281199984475,Pediatria,"[""Ouro"",""Diamante""]",Gutierrez
Dr(a). Carolina Mendonça,"Vale Luiz Felipe Fogaça, 47, Maria Helena",São Paulo,SP,Brasil,04381-935,-23.506078559402287,-46.772304132101276,Pediatria,"[""Diamante""]",Maria Helena
Dr(a). Ana Sophia Alves,"Quadra Pires, 38, Bela Vitoria",São Paulo,SP,Brasil,24152991,-23.510502525057536,-46.77826209074777,Pediatria,"[""Básico"",""Bronze"",""Prata"",""Ouro"",""Diamante""]",Bela Vitoria
Dr(a). Evelyn Sampaio,"Favela de da Mota, 88, Vila Coqueiral",São Paulo,SP,Brasil,18193638,-23.528751373477515,-46.67793909404792,Dermatologia,"[""Bronze"",""Prata"",""Ouro"",""Diamante""]",Vila Coqueiral
Dr(a). José da Mota,"Colônia Matheus Borges, 760, Vila Nova Cachoeirinha 2ª Seção",São Paulo,SP,Brasil,11985-859,-23.505375699775534,-46.63680041075478,Pediatria,"[""Básico"",""Bronze"",""Prata"",""Ouro"",""Diamante""]",Vila Nova Cachoeirinha 2ª Seção
Dr(a). Larissa Teixeira,"Área de Barbosa, 4, Corumbiara",São Paulo,SP,Brasil,96370-110,-23.508105808528477,-46.72758377401964,Clínico Geral,"[""Ouro"",""Diamante""]",Corumbiara
Dr(a). Mathias Aragão,"Favela Albuquerque, 446, Santa Terezinha",São Paulo,SP,Brasil,95141-123,-23.59574163789357,-46.71731568378247,Ortopedia,"[""Básico"",""Bronze"",""Prata"",""Ouro"",""Diamante""]",Santa Terezinha
Dr(a). Marcos Vinicius Jesus,"Núcleo Oliveira, 42, Anchieta",São Paulo,SP,Brasil,80713373,-23.591293442595386,-46.61380994408202,Pediatria,"[""Ouro"",""Diamante""]",Anchieta
Dr(a). Francisco Fonseca,"Jardim Thales Almeida, 3, Vila Puc",São Paulo,SP,Brasil,33323132,-23.561938958855798,-46.79025736756888,Clínico Geral,"[""Prata"",""Ouro"",""Diamante""]",Vila Puc
Dr(a). Dr. Pietro Santos,"Parque Clarice Dias, 58, Vila Ecológica",São Paulo,SP,Brasil,18475-222,-23.545190290087298,-46.615797513154476,Dermatologia,"[""Básico"",""Bronze"",""Prata"",""Ouro"",""Diamante""]",Vila Ecológica
Dr(a). Srta. Stella Carvalho,"Sítio Farias, 5, Cônego Pinheiro 1ª Seção",São Paulo,SP,Brasil,49484-322,-23.57953053338716,-46.78311472375203,Cardiologia,"[""Prata"",""Ouro"",""Diamante""]",Cônego Pinheiro 1ª Seção
Dr(a). Sr. Matheus Nunes,"Trevo Vinicius Abreu, 43, Pirineus",São Paulo,SP,Brasil,07272155,-23.539026926711404,-46.62870048340372,Ortopedia,"[""Bronze"",""Prata"",""Ouro"",""Diamante""]",Pirineus
Dr(a). Sra. Bella Mendes,"Área Mendonça, 87, Marilandia",São Paulo,SP,Brasil,31432-871,-23.514653275844594,-46.7879098463164,Dermatologia,"[""Bronze"",""Prata"",""Ouro"",""Diamante""]",Marilandia
Dr(a). Milena Freitas,"Colônia Júlia da Luz, 99, São Francisco Das Chagas",São Paulo,SP,Brasil,97406-504,-23.599345611857125,-46.68318333120189,Ortopedia,"[""Ouro"",""Diamante""]",São Francisco Das Chagas
Dr(a). Carolina Ramos,"Avenida José Pedro Rezende, 9, Camponesa 1ª Seção",São Paulo,SP,Brasil,31326711,-23.571576690825697,-46.649658489575,Dermatologia,"[""Básico"",""Bronze"",""Prata"",""Ouro"",""Diamante""]",Camponesa 1ª Seção
Dr(a). Sra. Maria Liz Cirino,"Lago Pacheco, 60, Outro",São Paulo,SP,Brasil,49849-987,-23.55503184688405,-46.700941004106994,Dermatologia,"[""Básico"",""Bronze"",""Prata"",""Ouro"",""Diamante""]",Outro
Dr(a). Gabriela Silva,"Vereda de Aragão, 85, Vila Oeste",São Paulo,SP,Brasil,79237-019,-23.559579992060478,-46.757982064227086,Dermatologia,"[""Ouro"",""Diamante""]",Vila Oeste
Dr(a). Ana Cecília Abreu,"Área Cassiano, 383, São Luiz",São Paulo,SP,Brasil,21617-262,-23.541092322798605,-46.73318421554722,Dermatologia,"[""Básico"",""Bronze"",""Prata"",""Ouro"",""Diamante""]",São Luiz
Dr(a). Helena Cavalcanti,"Largo Pereira, 88, Anchieta",São Paulo,SP,Brasil,83821962,-23.543984800823562,-46.7140141608677,Dermatologia,"[""Básico"",""Bronze"",""Prata"",""Ouro"",""Diamante""]",Anchieta
Dr(a). Isabelly Pinto,"Lagoa Samuel Gomes, 6, Lindéia",São Paulo,SP,Brasil,54563428,-23.521645134174705,-46.698815453609676,Clínico Geral,"[""Prata"",""Ouro"",""Diamante""]",Lindéia
Dr(a). Ana Carolina Novais,"Residencial Pedro Miguel da Mata, 886, Jardim Vitoria",São Paulo,SP,Brasil,13238-540,-23.525034995710193,-46.69111631587039,Clínico Geral,"[""Prata"",""Ouro"",""Diamante""]",Jardim Vitoria
Dr(a). Sr. Josué Macedo,"Praça de Moreira, 56, Jardim Alvorada",São Paulo,SP,Brasil,34597-293,-23.56926197022981,-46.641227652934866,Dermatologia,"[""Bronze"",""Prata"",""Ouro"",""Diamante""]",Jardim Alvorada
Dr(a). Lucas Gabriel Lima,"Alameda de Monteiro, 783, Independência",São Paulo,SP,Brasil,18986045,-23.59214682767884,-46.74793241849979,Cardiologia,"[""Bronze"",""Prata"",""Ouro"",""Diamante""]",Independência
Dr(a). Laura Aragão,"Jardim de Silveira, 55, Santa Sofia",São Paulo,SP,Brasil,07663695,-23.584996910514484,-46.610911976463115,Clínico Geral,"[""Bronze"",""Prata"",""Ouro"",""Diamante""]",Santa Sofia
Dr(a). Valentim Montenegro,"Passarela Cardoso, 4, Vila Independencia 3ª Seção",São Paulo,SP,Brasil,64551521,-23.58061779855825,-46.76479870847392,Ortopedia,"[""Prata"",""Ouro"",""Diamante""]",Vila Independencia 3ª Seção
Dr(a). Léo Lopes,"Praia Ana Luiza Azevedo, 45, Minas Brasil",São Paulo,SP,Brasil,98360-132,-23.583986191396292,-46.698041456517444,Ortopedia,"[""Prata"",""Ouro"",""Diamante""]",Minas Brasil
Dr(a). Gabriela da Luz,"Estação Maria Costela, 76, Santa Cruz",São Paulo,SP,Brasil,23173-362,-23.52385629972648,-46.698218589472134,Dermatologia,"[""Básico"",""Bronze"",""Prata"",""Ouro"",""Diamante""]",Santa Cruz
Dr(a). Pedro Oliveira,"Praça Andrade, 53, Boa União 2ª Seção",São Paulo,SP,Brasil,68090172,-23.542357458255086,-46.62639230338823,Cardiologia,"[""Prata"",""Ouro"",""Diamante""]",Boa União 2ª Seção
Dr(a). Sra. Maysa Costela,"Vila Barbosa, 33, Vila Jardim Leblon",São Paulo,SP,Brasil,02478-483,-23.50072380704118,-46.78430084525474,Cardiologia,"[""Prata"",""Ouro"",""Diamante""]",Vila Jardim Leblon
Dr(a). Bruna da Cunha,"Viaduto Jesus, 652, Conjunto Capitão Eduardo",São Paulo,SP,Brasil,96811-981,-23.502700695817143,-46.64399873155187,Clínico Geral,"[""Básico"",""Bronze"",""Prata"",""Ouro"",""Diamante""]",Conjunto Capitão Eduardo
Dr(a). Ravi Duarte,"Setor Kaique Rodrigues, 31, Buraco Quente",São Paulo,SP,Brasil,58830-176,-23.597536184903834,-46.61795925709776,Clínico Geral,"[""Bronze"",""Prata"",""Ouro"",""Diamante""]",Buraco Quente
Dr(a). Eloah Moraes,"Jardim Maria Luiza Correia, 42, Vila De Sá",São Paulo,SP,Brasil,84942-202,-23.550003782675525,-46.70555791969995,Pediatria,"[""Prata"",""Ouro"",""Diamante""]",Vila De Sá
Dr(a). Maria Vitória Costela,"Pátio Castro, 60, Pindura Saia",São Paulo,SP,Brasil,40596620,-23.509223817480553,-46.6506202908571,Pediatria,"[""Diamante""]",Pindura Saia
Dr(a). Antônio Aparecida,"Vale Fernandes, 82, Santo Agostinho",São Paulo,SP,Brasil,61958795,-23.57413344955967,-46.7844381758487,Dermatologia,"[""Básico"",""Bronze"",""Prata"",""Ouro"",""Diamante""]",Santo Agostinho
Dr(a). Henry Aparecida,"Chácara de Aparecida, 47, Canadá",São Paulo,SP,Brasil,20723053,-23.590600776781983,-46.705115508928635,Clínico Geral,"[""Bronze"",""Prata"",""Ouro"",""Diamante""]",Canadá
Dr(a). Beatriz Cavalcanti,"Vale de Novais, 27, Vila Sumaré",São Paulo,SP,Brasil,89849-313,-23.522043437782084,-46.673309330549,Pediatria,"[""Bronze"",""Prata"",""Ouro"",""Diamante""]",Vila Sumaré
Dr(a). Maria Pereira,"Pátio Teixeira, 92, Vila Calafate",São Paulo,SP,Brasil,32804-176,-23.517706101844652,-46.69051459273094,Pediatria,"[""Bronze"",""Prata"",""Ouro"",""Diamante""]",Vila Calafate
Dr(a). Maria Fernanda Nascimento,"Trevo Rebeca Sá, 8, Sport Club",São Paulo,SP,Brasil,89308-441,-23.57954264284553,-46.66175402049836,Clínico Geral,"[""Ouro"",""Diamante""]",Sport Club
Dr(a). Arthur Gabriel da Cunha,"Rua Ayla Novais, 586, Gameleira",São Paulo,SP,Brasil,60861-233,-23.549037612873217,-46.67629650945671,Pediatria,"[""Bronze"",""Prata"",""Ouro"",""Diamante""]",Gameleira
Dr(a). Théo Farias,"Parque Brenda Vieira, 78, Concórdia",São Paulo,SP,Brasil,58636655,-23.50540562672042,-46.711414326173404,Clínico Geral,"[""Ouro"",""Diamante""]",Concórdia
Dr(a). Beatriz da Luz,"Lago Levi da Costa, 370, Santa Amelia",São Paulo,SP,Brasil,44520167,-23.586265050320883,-46.654582937532425,Dermatologia,"[""Básico"",""Bronze"",""Prata"",""Ouro"",""Diamante""]",Santa Amelia
Dr(a). Arthur Pastor,"Estrada Aylla Cassiano, 7, Delta",São Paulo,SP,Brasil,35912525,-23.582517410261183,-46.72509919807091,Clínico Geral,"[""Bronze"",""Prata"",""Ouro"",""Diamante""]",Delta
Dr(a). Nicolas Gomes,"Lagoa de Guerra, 88, Vila Maria",São Paulo,SP,Brasil,63370605,-23.577777545129948,-46.770508024449434,Clínico Geral,"[""Prata"",""Ouro"",""Diamante""]",Vila Maria
Dr(a). Sr. Enrico Monteiro,"Condomínio Cassiano, 77, Grotinha",São Paulo,SP,Brasil,51409047,-23.579084562554932,-46.65666389303951,Dermatologia,"[""Básico"",""Bronze"",""Prata"",""Ouro"",""Diamante""]",Grotinha
